"ResidentID","HouseholdBookID","IDIssueDate","IDIssuePlace","FullName","Alias","DateOfBirth","PlaceOfBirth","Hometown","Ethnicity","Occupation","Workplace","PermanentRegistrationDate","PermanentResidentAddress","IsDead"
"00000000482","000000259","2022-03-16","Cục cảnh sát quản lý về trật tự xã hội","Trương Todd",,"1965-07-19","Bình Định","TP TP. Hồ Chí Minh","Dao",,,"2015-02-25","Số 260 tổ dân phố 7 phường La Khê","false"
"00000000483","000000260","2022-12-22","Cục cảnh sát quản lý về trật tự xã hội","Dương Nigel",,"1985-12-19","An Giang","Lạng Sơn","Nùng",,,"2024-07-16","Số 261 tổ dân phố 7 phường La Khê","false"
"00000000484","000000260","2023-05-03","Cục cảnh sát quản lý về trật tự xã hội","Khoa Lavonia",,"1986-04-10","Lâm Đồng","Cao Bằng","Kinh",,,"2024-10-13","Số 261 tổ dân phố 7 phường La Khê","false"
"00000000485","000000261","2023-03-19","Cục cảnh sát quản lý về trật tự xã hội","Đinh Leland",,"1980-08-19","Vĩnh Phúc","Trà Vinh","Dao",,,"1998-07-31","Số 262 tổ dân phố 7 phường La Khê","false"
"00000000486","000000261","2023-01-16","Cục cảnh sát quản lý về trật tự xã hội","Đinh Vũ",,"2002-07-05","Hà Nội","Hà Nội","Dao",,,"2014-04-13","Số 262 tổ dân phố 7 phường La Khê","false"
"00000000487","000000261","2023-11-13","Cục cảnh sát quản lý về trật tự xã hội","Đinh Lê",,"2004-06-07","Hà Nội","Hà Nội","Dao",,,"2022-06-05","Số 262 tổ dân phố 7 phường La Khê","false"
"00000000488","000000262","2023-02-21","Cục cảnh sát quản lý về trật tự xã hội","Long Melvin",,"1965-03-15","Ninh Bình","Khánh Hòa","H'Mông",,,"2012-08-30","Số 263 tổ dân phố 7 phường La Khê","false"
"00000000489","000000262","2024-04-13","Cục cảnh sát quản lý về trật tự xã hội","Lâm Eneida",,"1966-02-06","Hưng Yên","Ninh Bình","Nùng",,,"2019-12-21","Số 263 tổ dân phố 7 phường La Khê","false"
"00000000490","000000263","2022-12-11","Cục cảnh sát quản lý về trật tự xã hội","Tiến Brian",,"1971-07-27","TP Hải Phòng","Hà Tây","Thái",,,"2022-11-04","Số 264 tổ dân phố 7 phường La Khê","false"
"00000000491","000000263","2022-09-28","Cục cảnh sát quản lý về trật tự xã hội","Tiến Vũ",,"1994-03-01","Hà Nội","Hà Nội","Thái",,,"2023-01-24","Số 264 tổ dân phố 7 phường La Khê","false"
"00000000492","000000264","2024-11-16","Cục cảnh sát quản lý về trật tự xã hội","Thi Bryan",,"1980-04-11","Yên Bái","Hải Dương","Dao",,,"2010-08-08","Số 265 tổ dân phố 7 phường La Khê","false"
"00000000493","000000264","2023-08-25","Cục cảnh sát quản lý về trật tự xã hội","Nhàn Bee",,"1980-10-24","TP Hải Phòng","Đắk Nông","Dao",,,"2018-07-23","Số 265 tổ dân phố 7 phường La Khê","false"
"00000000494","000000264","2022-08-21","Cục cảnh sát quản lý về trật tự xã hội","Thi Dương",,"2003-07-28","Hà Nội","Hà Nội","Dao",,,"2021-10-09","Số 265 tổ dân phố 7 phường La Khê","false"
"00000000495","000000265","2022-10-01","Cục cảnh sát quản lý về trật tự xã hội","Lý Van",,"1979-11-18","Đắk Nông","Bắc Ninh","Nùng",,,"2012-08-12","Số 266 tổ dân phố 7 phường La Khê","false"
"00000000496","000000265","2024-01-24","Cục cảnh sát quản lý về trật tự xã hội","Trịnh Michaele",,"1980-01-17","Đồng Nai","Phú Thọ","Hoa",,,"2018-08-09","Số 266 tổ dân phố 7 phường La Khê","false"
"00000000497","000000265","2024-08-12","Cục cảnh sát quản lý về trật tự xã hội","Lý Trương",,"2002-03-21","Hà Nội","Hà Nội","Nùng",,,"2024-04-23","Số 266 tổ dân phố 7 phường La Khê","false"
"00000000498","000000265","2024-05-09","Cục cảnh sát quản lý về trật tự xã hội","Lý Trương",,"2002-12-19","Hà Nội","Hà Nội","Nùng",,,"2024-05-24","Số 266 tổ dân phố 7 phường La Khê","false"
"00000000499","000000266","2023-03-06","Cục cảnh sát quản lý về trật tự xã hội","Thi Colton",,"1977-08-28","Bắc Ninh","Đắk Lắk","Dao",,,"2005-09-13","Số 267 tổ dân phố 7 phường La Khê","false"
"00000000500","000000266","2024-11-03","Cục cảnh sát quản lý về trật tự xã hội","Thi Đặng",,"1998-03-16","Hà Nội","Hà Nội","Dao",,,"2010-07-17","Số 267 tổ dân phố 7 phường La Khê","false"
"00000000501","000000267","2022-08-24","Cục cảnh sát quản lý về trật tự xã hội","Dương Roosevelt",,"1991-05-04","Yên Bái","Long An","Dao",,,"2018-09-02","Số 268 tổ dân phố 7 phường La Khê","false"
"00000000502","000000268","2024-10-22","Cục cảnh sát quản lý về trật tự xã hội","Vinh Chauncey",,"1964-02-09","Tiền Giang","Bình Thuận","Hoa",,,"2024-06-16","Số 269 tổ dân phố 7 phường La Khê","false"
"00000000503","000000268","2024-09-16","Cục cảnh sát quản lý về trật tự xã hội","Vinh Trịnh",,"1987-03-31","Hà Nội","Hà Nội","Hoa",,,"2024-09-20","Số 269 tổ dân phố 7 phường La Khê","false"
"00000000504","000000269","2024-09-17","Cục cảnh sát quản lý về trật tự xã hội","Bửu Billy",,"1974-05-07","Long An","Lào Cai","Ê Đê",,,"2019-01-03","Số 270 tổ dân phố 7 phường La Khê","false"
"00000000505","000000269","2023-11-18","Cục cảnh sát quản lý về trật tự xã hội","Lâm Katrice",,"1975-01-27","Điện Biên","Vĩnh Long","Mường",,,"2021-01-21","Số 270 tổ dân phố 7 phường La Khê","false"
"00000000506","000000269","2024-03-12","Cục cảnh sát quản lý về trật tự xã hội","Bửu Tô",,"1998-02-20","Hà Nội","Hà Nội","Ê Đê",,,"2023-03-02","Số 270 tổ dân phố 7 phường La Khê","true"
"00000000507","000000270","2024-11-11","Cục cảnh sát quản lý về trật tự xã hội","Tăng Chadwick",,"1970-06-12","TP Đà Nẵng","Ninh Thuận","Khmer",,,"2013-01-31","Số 271 tổ dân phố 7 phường La Khê","false"
"00000000508","000000270","2022-04-25","Cục cảnh sát quản lý về trật tự xã hội","Nam Albertha",,"1970-07-27","Lào Cai","TP TP. Hồ Chí Minh","Dao",,,"2023-09-05","Số 271 tổ dân phố 7 phường La Khê","false"
"00000000509","000000270","2023-03-01","Cục cảnh sát quản lý về trật tự xã hội","Tăng Phùng",,"1990-08-26","Hà Nội","Hà Nội","Khmer",,,"2024-05-16","Số 271 tổ dân phố 7 phường La Khê","false"
"00000000510","000000271","2023-08-21","Cục cảnh sát quản lý về trật tự xã hội","Như Jeramy",,"1972-05-18","Lào Cai","Hậu Giang","Khmer",,,"2023-03-29","Số 272 tổ dân phố 7 phường La Khê","false"
"00000000511","000000271","2023-05-12","Cục cảnh sát quản lý về trật tự xã hội","Tuân Stephaine",,"1973-03-06","Quảng Nam","Hà Tĩnh","Hoa",,,"2024-03-16","Số 272 tổ dân phố 7 phường La Khê","true"
"00000000512","000000271","2022-08-05","Cục cảnh sát quản lý về trật tự xã hội","Như Đào",,"1997-01-28","Hà Nội","Hà Nội","Khmer",,,"2024-03-31","Số 272 tổ dân phố 7 phường La Khê","false"
"00000000513","000000272","2022-07-12","Cục cảnh sát quản lý về trật tự xã hội","Đoàn Stan",,"1962-07-30","Bình Thuận","Quảng Nam","Hoa",,,"1992-01-07","Số 273 tổ dân phố 7 phường La Khê","false"
"00000000514","000000272","2023-11-27","Cục cảnh sát quản lý về trật tự xã hội","Trịnh Fairy",,"1962-08-16","TP Hải Phòng","TP Đà Nẵng","H'Mông",,,"2002-11-25","Số 273 tổ dân phố 7 phường La Khê","true"
"00000000515","000000272","2023-11-10","Cục cảnh sát quản lý về trật tự xã hội","Đoàn Bùi",,"1983-09-10","Hà Nội","Hà Nội","Hoa",,,"2016-08-27","Số 273 tổ dân phố 7 phường La Khê","false"
"00000000516","000000273","2023-09-14","Cục cảnh sát quản lý về trật tự xã hội","Thủy Ross",,"1974-05-23","Lâm Đồng","Khánh Hòa","Thái",,,"2024-02-08","Số 274 tổ dân phố 7 phường La Khê","false"
"00000000517","000000273","2023-06-06","Cục cảnh sát quản lý về trật tự xã hội","Thủy Lâm",,"1996-05-09","Hà Nội","Hà Nội","Thái",,,"2024-12-21","Số 274 tổ dân phố 7 phường La Khê","false"
"00000000518","000000274","2023-02-12","Cục cảnh sát quản lý về trật tự xã hội","Tú Leon",,"1966-05-11","Hà Nam","Lạng Sơn","Dao",,,"2020-04-28","Số 275 tổ dân phố 7 phường La Khê","false"
"00000000519","000000274","2022-07-20","Cục cảnh sát quản lý về trật tự xã hội","Tú Vũ",,"1988-09-02","Hà Nội","Hà Nội","Dao",,,"2021-12-25","Số 275 tổ dân phố 7 phường La Khê","true"
"00000000520","000000275","2022-01-23","Cục cảnh sát quản lý về trật tự xã hội","Phong Chong",,"1960-03-21","Quảng Ngãi","Đồng Nai","Hoa",,,"2020-02-26","Số 276 tổ dân phố 7 phường La Khê","false"
"00000000521","000000275","2024-05-28","Cục cảnh sát quản lý về trật tự xã hội","Phong Phạm",,"1982-01-12","Hà Nội","Hà Nội","Hoa",,,"2024-03-26","Số 276 tổ dân phố 7 phường La Khê","false"
"00000000522","000000276","2022-10-12","Cục cảnh sát quản lý về trật tự xã hội","Khoa Fidel",,"1975-11-16","Kon Tum","Vĩnh Long","Mường",,,"2024-09-19","Số 277 tổ dân phố 7 phường La Khê","false"
"00000000523","000000276","2023-01-22","Cục cảnh sát quản lý về trật tự xã hội","Thanh Piper",,"1976-10-12","Hà Giang","Bình Dương","Dao",,,"2024-12-26","Số 277 tổ dân phố 7 phường La Khê","false"
"00000000524","000000277","2024-02-25","Cục cảnh sát quản lý về trật tự xã hội","Hòa Quinn",,"1985-04-02","Phú Yên","TP Cần Thơ","Khmer",,,"2002-04-25","Số 278 tổ dân phố 7 phường La Khê","false"
"00000000525","000000278","2023-03-10","Cục cảnh sát quản lý về trật tự xã hội","Thi Roman",,"1951-01-08","Hưng Yên","Tiền Giang","H'Mông",,,"2016-09-29","Số 279 tổ dân phố 7 phường La Khê","false"
"00000000526","000000278","2024-09-24","Cục cảnh sát quản lý về trật tự xã hội","Kha Yvette",,"1951-06-11","Vĩnh Phúc","Phú Yên","Kinh",,,"2018-12-02","Số 279 tổ dân phố 7 phường La Khê","false"
"00000000527","000000278","2022-08-01","Cục cảnh sát quản lý về trật tự xã hội","Thi Vũ",,"1972-10-12","Hà Nội","Hà Nội","H'Mông",,,"2022-01-14","Số 279 tổ dân phố 7 phường La Khê","false"
"00000000528","000000279","2022-05-19","Cục cảnh sát quản lý về trật tự xã hội","Dung Titus",,"1966-01-08","Vĩnh Long","Phú Yên","Nùng",,,"2001-03-24","Số 280 tổ dân phố 7 phường La Khê","false"
"00000000529","000000279","2024-12-01","Cục cảnh sát quản lý về trật tự xã hội","Tăng Kemberly",,"1966-12-21","Điện Biên","Long An","Ê Đê",,,"2006-01-08","Số 280 tổ dân phố 7 phường La Khê","true"
"00000000530","000000280","2024-03-16","Cục cảnh sát quản lý về trật tự xã hội","Phú Leopoldo",,"1951-09-19","Quảng Nam","TP Đà Nẵng","Mường",,,"2008-09-21","Số 281 tổ dân phố 7 phường La Khê","false"
"00000000531","000000280","2023-07-07","Cục cảnh sát quản lý về trật tự xã hội","Phú Trịnh",,"1975-04-21","Hà Nội","Hà Nội","Mường",,,"2012-01-05","Số 281 tổ dân phố 7 phường La Khê","false"
"00000000532","000000280","2022-10-07","Cục cảnh sát quản lý về trật tự xã hội","Phú Bùi",,"1974-03-15","Hà Nội","Hà Nội","Mường",,,"2021-07-03","Số 281 tổ dân phố 7 phường La Khê","false"
"00000000533","000000281","2022-05-14","Cục cảnh sát quản lý về trật tự xã hội","Trần Kenneth",,"1994-03-26","Bình Định","Đắk Lắk","H'Mông",,,"2022-04-28","Số 282 tổ dân phố 7 phường La Khê","false"
"00000000534","000000281","2024-04-25","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Rosaria",,"1994-10-15","Quảng Bình","Hà Tĩnh","Hoa",,,"2023-11-07","Số 282 tổ dân phố 7 phường La Khê","false"
"00000000535","000000281","2023-09-13","Cục cảnh sát quản lý về trật tự xã hội","Trần Đinh",,"2016-06-13","Hà Nội","Hà Nội","H'Mông",,,"2023-11-10","Số 282 tổ dân phố 7 phường La Khê","false"
"00000000536","000000282","2023-05-08","Cục cảnh sát quản lý về trật tự xã hội","Phan Jim",,"1958-02-18","Kiên Giang","Tây Ninh","Khmer",,,"2011-07-31","Số 283 tổ dân phố 7 phường La Khê","false"
"00000000537","000000282","2024-02-06","Cục cảnh sát quản lý về trật tự xã hội","Hòa Karma",,"1958-07-31","Nam Định","Thừa Thiên Huế","Khmer",,,"2023-11-11","Số 283 tổ dân phố 7 phường La Khê","false"
"00000000538","000000282","2022-10-13","Cục cảnh sát quản lý về trật tự xã hội","Phan Bùi",,"1979-07-11","Hà Nội","Hà Nội","Khmer",,,"2024-05-12","Số 283 tổ dân phố 7 phường La Khê","false"
"00000000539","000000282","2024-08-13","Cục cảnh sát quản lý về trật tự xã hội","Phan Bùi",,"1982-07-29","Hà Nội","Hà Nội","Khmer",,,"2024-12-08","Số 283 tổ dân phố 7 phường La Khê","false"
"00000000540","000000283","2022-12-09","Cục cảnh sát quản lý về trật tự xã hội","Tiến Eusebio",,"1996-08-20","Bến Tre","Kon Tum","Dao",,,"2024-08-21","Số 284 tổ dân phố 7 phường La Khê","false"
"00000000541","000000283","2023-03-15","Cục cảnh sát quản lý về trật tự xã hội","Tiến Phùng",,"2017-12-20","Hà Nội","Hà Nội","Dao",,,"2024-10-24","Số 284 tổ dân phố 7 phường La Khê","false"
"00000000542","000000284","2024-10-26","Cục cảnh sát quản lý về trật tự xã hội","Nhàn Enrique",,"1950-04-16","Quảng Bình","Sơn La","Thái",,,"2005-02-11","Số 285 tổ dân phố 7 phường La Khê","false"
"00000000543","000000284","2024-10-09","Cục cảnh sát quản lý về trật tự xã hội","Quốc Leora",,"1950-06-21","Kiên Giang","Sóc Trăng","Tày",,,"2021-04-15","Số 285 tổ dân phố 7 phường La Khê","false"
"00000000544","000000284","2024-02-13","Cục cảnh sát quản lý về trật tự xã hội","Nhàn Bùi",,"1973-03-28","Hà Nội","Hà Nội","Thái",,,"2022-11-21","Số 285 tổ dân phố 7 phường La Khê","true"
"00000000545","000000285","2024-12-15","Cục cảnh sát quản lý về trật tự xã hội","Thảo Thomas",,"1997-07-16","Ninh Bình","Vĩnh Phúc","Ê Đê",,,"2010-08-09","Số 286 tổ dân phố 7 phường La Khê","false"
"00000000546","000000285","2024-09-12","Cục cảnh sát quản lý về trật tự xã hội","Đoàn Louis",,"1997-08-08","Bình Dương","Điện Biên","Khmer",,,"2024-04-11","Số 286 tổ dân phố 7 phường La Khê","false"
"00000000547","000000285","2022-08-13","Cục cảnh sát quản lý về trật tự xã hội","Thảo Trịnh",,"2020-07-03","Hà Nội","Hà Nội","Ê Đê",,,"2024-10-26","Số 286 tổ dân phố 7 phường La Khê","false"
"00000000548","000000286","2023-03-14","Cục cảnh sát quản lý về trật tự xã hội","Bùi Horace",,"1997-02-24","Bà Rịa Vũng Tàu","Hà Tĩnh","Gia Rai",,,"2016-05-09","Số 287 tổ dân phố 7 phường La Khê","false"
"00000000549","000000286","2024-01-22","Cục cảnh sát quản lý về trật tự xã hội","Thảo Tinisha",,"1997-08-23","Yên Bái","Quảng Ninh","Ê Đê",,,"2024-07-31","Số 287 tổ dân phố 7 phường La Khê","false"
"00000000550","000000286","2024-11-05","Cục cảnh sát quản lý về trật tự xã hội","Bùi Trịnh",,"2021-07-18","Hà Nội","Hà Nội","Gia Rai",,,"2024-09-09","Số 287 tổ dân phố 7 phường La Khê","false"
"00000000551","000000287","2022-05-08","Cục cảnh sát quản lý về trật tự xã hội","Loan Thurman",,"1962-11-20","Tiền Giang","Khánh Hòa","Tày",,,"2008-07-23","Số 288 tổ dân phố 7 phường La Khê","false"
"00000000552","000000287","2024-03-23","Cục cảnh sát quản lý về trật tự xã hội","Loan Mai",,"1984-04-15","Hà Nội","Hà Nội","Tày",,,"2015-05-18","Số 288 tổ dân phố 7 phường La Khê","false"
"00000000553","000000288","2022-03-18","Cục cảnh sát quản lý về trật tự xã hội","Vương Ty",,"1974-03-29","Sóc Trăng","Thái Nguyên","H'Mông",,,"2012-03-14","Số 289 tổ dân phố 7 phường La Khê","false"
"00000000554","000000288","2024-08-25","Cục cảnh sát quản lý về trật tự xã hội","Vương Đào",,"1997-01-03","Hà Nội","Hà Nội","H'Mông",,,"2019-09-03","Số 289 tổ dân phố 7 phường La Khê","false"
"00000000555","000000289","2024-02-11","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Federico",,"1971-12-26","Nam Định","Vĩnh Phúc","Dao",,,"1996-05-02","Số 290 tổ dân phố 7 phường La Khê","false"
"00000000556","000000289","2022-07-08","Cục cảnh sát quản lý về trật tự xã hội","Tăng Marcela",,"1972-03-23","Bình Phước","Thừa Thiên Huế","Dao",,,"2001-04-24","Số 290 tổ dân phố 7 phường La Khê","false"
"00000000557","000000289","2024-01-29","Cục cảnh sát quản lý về trật tự xã hội","Đỗ Đào",,"1993-04-12","Hà Nội","Hà Nội","Dao",,,"2007-02-23","Số 290 tổ dân phố 7 phường La Khê","true"
"00000000558","000000290","2024-06-02","Cục cảnh sát quản lý về trật tự xã hội","Tiến Lon",,"1952-06-01","Bạc Liêu","Hà Tĩnh","Khmer",,,"1998-01-02","Số 291 tổ dân phố 7 phường La Khê","false"
"00000000559","000000290","2023-04-07","Cục cảnh sát quản lý về trật tự xã hội","Tiến Đinh",,"1975-05-22","Hà Nội","Hà Nội","Khmer",,,"2000-02-19","Số 291 tổ dân phố 7 phường La Khê","false"
"00000000560","000000291","2024-04-26","Cục cảnh sát quản lý về trật tự xã hội","Triệu Adolfo",,"1951-11-04","Yên Bái","Đồng Nai","Khmer",,,"2024-12-16","Số 292 tổ dân phố 7 phường La Khê","false"
"00000000561","000000292","2024-08-27","Cục cảnh sát quản lý về trật tự xã hội","Tô Laurence",,"1990-08-18","Thừa Thiên Huế","Bắc Giang","Khmer",,,"2019-02-16","Số 293 tổ dân phố 7 phường La Khê","false"
"00000000562","000000292","2024-04-01","Cục cảnh sát quản lý về trật tự xã hội","Quốc Jacinta",,"1990-12-07","Sơn La","Quảng Ngãi","Dao",,,"2023-10-18","Số 293 tổ dân phố 7 phường La Khê","true"
"00000000563","000000293","2024-06-27","Cục cảnh sát quản lý về trật tự xã hội","Sơn Irwin",,"1979-12-01","Lào Cai","An Giang","Kinh",,,"2021-07-11","Số 294 tổ dân phố 7 phường La Khê","false"
"00000000564","000000294","2022-09-08","Cục cảnh sát quản lý về trật tự xã hội","Nam Bradford",,"1970-11-01","Nghệ An","Điện Biên","Hoa",,,"2017-05-21","Số 295 tổ dân phố 7 phường La Khê","false"
"00000000565","000000294","2024-12-29","Cục cảnh sát quản lý về trật tự xã hội","Tuân Kortney",,"1971-01-15","Phú Yên","Thừa Thiên Huế","Dao",,,"2020-02-17","Số 295 tổ dân phố 7 phường La Khê","false"
"00000000566","000000294","2023-01-14","Cục cảnh sát quản lý về trật tự xã hội","Nam Hồ",,"1993-09-17","Hà Nội","Hà Nội","Hoa",,,"2020-07-03","Số 295 tổ dân phố 7 phường La Khê","false"
"00000000567","000000295","2024-07-17","Cục cảnh sát quản lý về trật tự xã hội","Quốc Christopher",,"1986-01-05","Hải Dương","Quảng Ngãi","Kinh",,,"2020-04-17","Số 296 tổ dân phố 7 phường La Khê","false"
"00000000568","000000295","2023-09-20","Cục cảnh sát quản lý về trật tự xã hội","Mai Imogene",,"1986-12-10","Bà Rịa Vũng Tàu","Đắk Lắk","Hoa",,,"2023-01-29","Số 296 tổ dân phố 7 phường La Khê","false"
"00000000569","000000296","2022-03-07","Cục cảnh sát quản lý về trật tự xã hội","Hiền Napoleon",,"1953-09-28","Kon Tum","Bắc Giang","Hoa",,,"2022-05-15","Số 297 tổ dân phố 7 phường La Khê","false"
"00000000570","000000296","2022-11-20","Cục cảnh sát quản lý về trật tự xã hội","Hiền Tô",,"1974-07-09","Hà Nội","Hà Nội","Hoa",,,"2024-03-14","Số 297 tổ dân phố 7 phường La Khê","false"
"00000000571","000000297","2022-11-12","Cục cảnh sát quản lý về trật tự xã hội","Minh Renato",,"1999-09-05","Điện Biên","Hà Tĩnh","Nùng",,,"2020-06-22","Số 298 tổ dân phố 7 phường La Khê","false"
"00000000572","000000297","2023-01-26","Cục cảnh sát quản lý về trật tự xã hội","Thắng Etsuko",,"1999-09-27","Gia Lai","Quảng Ninh","Ê Đê",,,"2023-12-09","Số 298 tổ dân phố 7 phường La Khê","false"
"00000000573","000000297","2023-05-15","Cục cảnh sát quản lý về trật tự xã hội","Minh Lâm",,"2023-05-15","Hà Nội","Hà Nội","Nùng",,,"2024-07-04","Số 298 tổ dân phố 7 phường La Khê","false"
"00000000574","000000297","2024-06-30","Cục cảnh sát quản lý về trật tự xã hội","Minh Hà",,"2020-08-01","Hà Nội","Hà Nội","Nùng",,,"2024-07-07","Số 298 tổ dân phố 7 phường La Khê","false"
"00000000575","000000298","2024-04-12","Cục cảnh sát quản lý về trật tự xã hội","Thị Dylan",,"1989-08-08","Phú Yên","Hậu Giang","Hoa",,,"2017-04-27","Số 299 tổ dân phố 7 phường La Khê","false"
"00000000576","000000298","2022-05-24","Cục cảnh sát quản lý về trật tự xã hội","Thị Trịnh",,"2013-07-24","Hà Nội","Hà Nội","Hoa",,,"2020-12-10","Số 299 tổ dân phố 7 phường La Khê","true"
"00000000577","000000299","2024-07-06","Cục cảnh sát quản lý về trật tự xã hội","Trung Jewell",,"1961-03-08","Gia Lai","Bắc Kạn","Nùng",,,"2020-10-16","Số 300 tổ dân phố 7 phường La Khê","false"
"00000000578","000000299","2024-10-11","Cục cảnh sát quản lý về trật tự xã hội","Trần Gemma",,"1961-04-21","Lạng Sơn","Lạng Sơn","Ê Đê",,,"2022-04-13","Số 300 tổ dân phố 7 phường La Khê","false"
"00000000579","000000299","2024-09-03","Cục cảnh sát quản lý về trật tự xã hội","Trung Đào",,"1981-10-21","Hà Nội","Hà Nội","Nùng",,,"2024-08-25","Số 300 tổ dân phố 7 phường La Khê","false"
"00000000580","000000300","2023-02-23","Cục cảnh sát quản lý về trật tự xã hội","Nguyễn Burl",,"1955-11-30","Bà Rịa Vũng Tàu","Hà Tĩnh","Thái",,,"2022-08-10","Số 301 tổ dân phố 7 phường La Khê","false"
"00000000581","000000300","2023-01-26","Cục cảnh sát quản lý về trật tự xã hội","Nguyễn Đào",,"1976-10-21","Hà Nội","Hà Nội","Thái",,,"2023-08-05","Số 301 tổ dân phố 7 phường La Khê","false"
"00000000582","000000301","2022-06-18","Cục cảnh sát quản lý về trật tự xã hội","Tăng Paris",,"1957-08-24","Ninh Bình","Quảng Trị","Khmer",,,"2024-06-16","Số 302 tổ dân phố 7 phường La Khê","false"
"00000000583","000000301","2022-11-14","Cục cảnh sát quản lý về trật tự xã hội","Trung Stacey",,"1958-02-03","Khánh Hòa","Vĩnh Long","Nùng",,,"2024-12-10","Số 302 tổ dân phố 7 phường La Khê","false"
"00000000584","000000301","2024-03-21","Cục cảnh sát quản lý về trật tự xã hội","Tăng Tô",,"1978-04-07","Hà Nội","Hà Nội","Khmer",,,"2024-12-31","Số 302 tổ dân phố 7 phường La Khê","true"
"00000000585","000000301","2023-02-13","Cục cảnh sát quản lý về trật tự xã hội","Tăng Lý",,"1981-10-15","Hà Nội","Hà Nội","Khmer",,,"2024-12-31","Số 302 tổ dân phố 7 phường La Khê","true"
"00000000586","000000302","2024-05-13","Cục cảnh sát quản lý về trật tự xã hội","Loan Nathan",,"1968-08-26","Hà Tây","Gia Lai","Ê Đê",,,"2010-04-24","Số 303 tổ dân phố 7 phường La Khê","false"
"00000000587","000000302","2024-12-08","Cục cảnh sát quản lý về trật tự xã hội","Loan Trịnh",,"1992-05-03","Hà Nội","Hà Nội","Ê Đê",,,"2024-02-15","Số 303 tổ dân phố 7 phường La Khê","false"
"00000000588","000000303","2024-03-14","Cục cảnh sát quản lý về trật tự xã hội","Đào Daniel",,"1985-05-03","Lạng Sơn","Tây Ninh","Gia Rai",,,"2019-11-22","Số 304 tổ dân phố 7 phường La Khê","false"
"00000000589","000000303","2023-01-04","Cục cảnh sát quản lý về trật tự xã hội","Trương Tiffani",,"1986-01-17","Bạc Liêu","Thanh Hóa","Kinh",,,"2022-08-10","Số 304 tổ dân phố 7 phường La Khê","false"
"00000000590","000000303","2023-04-23","Cục cảnh sát quản lý về trật tự xã hội","Đào Dương",,"2009-04-16","Hà Nội","Hà Nội","Gia Rai",,,"2024-11-13","Số 304 tổ dân phố 7 phường La Khê","false"
"00000000591","000000304","2024-04-27","Cục cảnh sát quản lý về trật tự xã hội","Nhung Adam",,"1962-03-18","Điện Biên","Bạc Liêu","Thái",,,"2016-04-15","Số 305 tổ dân phố 7 phường La Khê","false"
"00000000592","000000304","2022-01-05","Cục cảnh sát quản lý về trật tự xã hội","Thủy Corina",,"1962-10-14","Hà Giang","Điện Biên","Dao",,,"2021-04-13","Số 305 tổ dân phố 7 phường La Khê","false"
"00000000593","000000305","2023-12-09","Cục cảnh sát quản lý về trật tự xã hội","Sơn Emmanuel",,"1978-09-21","Bắc Giang","Tây Ninh","Gia Rai",,,"1994-11-26","Số 306 tổ dân phố 7 phường La Khê","false"
"00000000594","000000305","2022-03-01","Cục cảnh sát quản lý về trật tự xã hội","Vương Evelyne",,"1978-09-26","Nam Định","Sóc Trăng","Thái",,,"2023-05-05","Số 306 tổ dân phố 7 phường La Khê","false"
"00000000595","000000305","2022-05-09","Cục cảnh sát quản lý về trật tự xã hội","Sơn Hoàng",,"2002-05-27","Hà Nội","Hà Nội","Gia Rai",,,"2024-05-10","Số 306 tổ dân phố 7 phường La Khê","true"
"00000000596","000000306","2023-05-30","Cục cảnh sát quản lý về trật tự xã hội","Thảo Hubert",,"1971-07-22","Kon Tum","Bà Rịa Vũng Tàu","Kinh",,,"2012-06-02","Số 307 tổ dân phố 7 phường La Khê","false"
"00000000597","000000306","2022-11-17","Cục cảnh sát quản lý về trật tự xã hội","Thảo Vương",,"1991-09-30","Hà Nội","Hà Nội","Kinh",,,"2020-04-19","Số 307 tổ dân phố 7 phường La Khê","false"
"00000000598","000000307","2024-04-17","Cục cảnh sát quản lý về trật tự xã hội","Sa Lester",,"1981-05-11","Kiên Giang","Bắc Giang","Nùng",,,"2006-04-02","Số 308 tổ dân phố 7 phường La Khê","false"
"00000000599","000000307","2022-07-06","Cục cảnh sát quản lý về trật tự xã hội","Bửu Hellen",,"1982-01-02","Lào Cai","Phú Thọ","Kinh",,,"2024-12-02","Số 308 tổ dân phố 7 phường La Khê","false"
"00000000600","000000307","2022-02-26","Cục cảnh sát quản lý về trật tự xã hội","Sa Trịnh",,"2004-07-12","Hà Nội","Hà Nội","Nùng",,,"2024-12-11","Số 308 tổ dân phố 7 phường La Khê","false"
"00000000601","000000308","2022-09-25","Cục cảnh sát quản lý về trật tự xã hội","Sinh Pedro",,"1965-07-01","TP Hải Phòng","Đắk Lắk","Ê Đê",,,"2020-04-17","Số 309 tổ dân phố 7 phường La Khê","false"
"00000000602","000000308","2022-11-14","Cục cảnh sát quản lý về trật tự xã hội","Sinh Trần",,"1989-07-01","Hà Nội","Hà Nội","Ê Đê",,,"2020-11-28","Số 309 tổ dân phố 7 phường La Khê","false"
"00000000603","000000308","2023-09-14","Cục cảnh sát quản lý về trật tự xã hội","Sinh Vũ",,"1988-10-27","Hà Nội","Hà Nội","Ê Đê",,,"2022-04-22","Số 309 tổ dân phố 7 phường La Khê","false"
